lncRNA,miRNA,gene,immune_cell,algo,r_lnc,p_lnc,r_miR,p_miR,r_gene,p_gene,cancer
NR2F1-AS1,MIR25,CCR4,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.548685762,8.84E-35,BLCA
NR2F1-AS1,MIR25,CCR4,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.529218839,4.77E-32,BLCA
NR2F1-AS1,MIR25,CCR4,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.477800414,1.26E-25,BLCA
NR2F1-AS1,MIR25,CCR4,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.665004373,1.38E-55,BLCA
NR2F1-AS1,MIR25,CCR4,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.51792893,1.53E-30,BLCA
NR2F1-AS1,MIR25,CCR4,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.670751366,7.29E-57,BLCA
NR2F1-AS1,MIR25,CCR4,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.341811193,4.32E-13,BLCA
NR2F1-AS1,MIR25,CCR4,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.48449995,2.12E-26,BLCA
NR2F1-AS1,MIR25,CCR4,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.67891841,9.96E-59,BLCA
NR2F1-AS1,MIR25,CCR4,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,0.249738705,1.83E-07,BLCA
NR2F1-AS1,MIR25,CCR4,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.363796843,9.58E-15,BLCA
NR2F1-AS1,MIR25,CCR4,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.510530583,1.38E-29,BLCA
NR2F1-AS1,MIR25,CCR4,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.594698046,5.30E-42,BLCA
NR2F1-AS1,MIR25,CCR4,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.726922191,4.83E-71,BLCA
NR2F1-AS1,MIR25,CCR4,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.390908167,5.74E-17,BLCA
NR2F1-AS1,MIR25,CCR4,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.694086998,2.34E-62,BLCA
NR2F1-AS1,MIR25,CCR4,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.563515323,5.51E-37,BLCA
NR2F1-AS1,MIR25,CCR4,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.490838385,3.76E-27,BLCA
NR2F1-AS1,MIR25,CCR4,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,0.301448898,2.23E-10,BLCA
NR2F1-AS1,MIR25,CCR4,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.609477435,1.41E-44,BLCA
NR2F1-AS1,MIR25,ENG,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.23444362,1.02E-06,BLCA
NR2F1-AS1,MIR25,ENG,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.399235435,1.08E-17,BLCA
NR2F1-AS1,MIR25,ENG,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.336827905,9.83E-13,BLCA
NR2F1-AS1,MIR25,ENG,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.472279158,5.36E-25,BLCA
NR2F1-AS1,MIR25,ENG,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,0.097692645,0.044128204,BLCA
NR2F1-AS1,MIR25,ENG,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.355345767,4.29E-14,BLCA
NR2F1-AS1,MIR25,ENG,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.141192444,0.003536319,BLCA
NR2F1-AS1,MIR25,ENG,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.362193675,1.28E-14,BLCA
NR2F1-AS1,MIR25,ENG,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.377250821,8.02E-16,BLCA
NR2F1-AS1,MIR25,ENG,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.375429238,1.13E-15,BLCA
NR2F1-AS1,MIR25,ENG,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.336372888,1.06E-12,BLCA
NR2F1-AS1,MIR25,ENG,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.324495787,7.06E-12,BLCA
NR2F1-AS1,MIR25,ENG,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.313330728,3.91E-11,BLCA
NR2F1-AS1,MIR25,ENG,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.392921636,3.85E-17,BLCA
NR2F1-AS1,MIR25,ENG,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.440269184,1.41E-21,BLCA
NR2F1-AS1,MIR25,ENG,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.550193369,5.34E-35,BLCA
NR2F1-AS1,MIR25,ENG,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.52032077,7.41E-31,BLCA
NR2F1-AS1,MIR25,ENG,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.445167732,4.46E-22,BLCA
NR2F1-AS1,MIR25,ENG,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,0.629865259,2.32E-48,BLCA
NR2F1-AS1,MIR25,ENG,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.131465031,0.006647061,BLCA
NR2F1-AS1,MIR25,ENG,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.408152848,1.72E-18,BLCA
NR2F1-AS1,MIR25,ENG,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.442949987,7.52E-22,BLCA
NR2F1-AS1,MIR25,ENG,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.444999772,4.64E-22,BLCA
NR2F1-AS1,MIR25,ENG,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.416571884,2.87E-19,BLCA
NR2F1-AS1,MIR25,ENG,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.605448096,7.32E-44,BLCA
NR2F1-AS1,MIR25,ENG,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.562524894,7.80E-37,BLCA
NR2F1-AS1,MIR25,ENG,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.253141892,1.23E-07,BLCA
NR2F1-AS1,MIR25,ENG,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.476197652,1.93E-25,BLCA
NR2F1-AS1,MIR25,ENG,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,0.48008285,6.91E-26,BLCA
NR2F1-AS1,MIR25,ENG,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.484265058,2.25E-26,BLCA
NR2F1-AS1,MIR25,FGF2,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.385222614,1.75E-16,BLCA
NR2F1-AS1,MIR25,FGF2,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.452321712,8.01E-23,BLCA
NR2F1-AS1,MIR25,FGF2,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.349767004,1.13E-13,BLCA
NR2F1-AS1,MIR25,FGF2,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.427687345,2.50E-20,BLCA
NR2F1-AS1,MIR25,FGF2,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,-0.113628367,0.019118956,BLCA
NR2F1-AS1,MIR25,FGF2,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.120802354,0.012695353,BLCA
NR2F1-AS1,MIR25,FGF2,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.353078883,6.36E-14,BLCA
NR2F1-AS1,MIR25,FGF2,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.172492103,0.000353785,BLCA
NR2F1-AS1,MIR25,FGF2,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.320152055,1.39E-11,BLCA
NR2F1-AS1,MIR25,FGF2,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.42576503,3.83E-20,BLCA
NR2F1-AS1,MIR25,FGF2,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.350030408,1.08E-13,BLCA
NR2F1-AS1,MIR25,FGF2,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.328276979,3.89E-12,BLCA
NR2F1-AS1,MIR25,FGF2,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.333029133,1.82E-12,BLCA
NR2F1-AS1,MIR25,FGF2,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.397427928,1.56E-17,BLCA
NR2F1-AS1,MIR25,FGF2,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.387249096,1.18E-16,BLCA
NR2F1-AS1,MIR25,FGF2,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.499129879,3.71E-28,BLCA
NR2F1-AS1,MIR25,FGF2,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.47090959,7.64E-25,BLCA
NR2F1-AS1,MIR25,FGF2,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.631172299,1.30E-48,BLCA
NR2F1-AS1,MIR25,FGF2,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.371628017,2.29E-15,BLCA
NR2F1-AS1,MIR25,FGF2,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,0.40311594,4.89E-18,BLCA
NR2F1-AS1,MIR25,FGF2,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.146802969,0.002413657,BLCA
NR2F1-AS1,MIR25,FGF2,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.508629585,2.41E-29,BLCA
NR2F1-AS1,MIR25,FGF2,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.285162779,2.15E-09,BLCA
NR2F1-AS1,MIR25,FGF2,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.359034595,2.24E-14,BLCA
NR2F1-AS1,MIR25,FGF2,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.395767879,2.18E-17,BLCA
NR2F1-AS1,MIR25,FGF2,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.565963983,2.33E-37,BLCA
NR2F1-AS1,MIR25,FGF2,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.568224005,1.04E-37,BLCA
NR2F1-AS1,MIR25,FGF2,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.393325287,3.55E-17,BLCA
NR2F1-AS1,MIR25,FGF2,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.506403488,4.61E-29,BLCA
NR2F1-AS1,MIR25,FGF2,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,0.378286831,6.60E-16,BLCA
NR2F1-AS1,MIR25,FGF2,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.394151599,3.01E-17,BLCA
NR2F1-AS1,MIR25,HSPA8,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.361163348,1.54E-14,BLCA
NR2F1-AS1,MIR25,HSPA8,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.406840443,2.26E-18,BLCA
NR2F1-AS1,MIR25,HSPA8,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.207938239,1.55E-05,BLCA
NR2F1-AS1,MIR25,HSPA8,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.461879445,7.59E-24,BLCA
NR2F1-AS1,MIR25,HSPA8,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,-0.186631633,0.00010873,BLCA
NR2F1-AS1,MIR25,HSPA8,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.157893346,0.001090869,BLCA
NR2F1-AS1,MIR25,HSPA8,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.156910978,0.001172852,BLCA
NR2F1-AS1,MIR25,HSPA8,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.18609921,0.000113853,BLCA
NR2F1-AS1,MIR25,HSPA8,NK.cell,QUANTISEQ,-0.133826141,0.005723579,0.175112456,0.000286211,-0.117013434,0.015800759,BLCA
NR2F1-AS1,MIR25,HSPA8,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.219242784,5.06E-06,BLCA
NR2F1-AS1,MIR25,HSPA8,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.214138625,8.45E-06,BLCA
NR2F1-AS1,MIR25,HSPA8,Myeloid.dendritic.cell,QUANTISEQ,-0.177319842,0.000238848,0.13119251,0.006761818,-0.105225395,0.030089315,BLCA
NR2F1-AS1,MIR25,HSPA8,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.222501012,3.63E-06,BLCA
NR2F1-AS1,MIR25,HSPA8,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.323694643,8.01E-12,BLCA
NR2F1-AS1,MIR25,HSPA8,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.28640931,1.82E-09,BLCA
NR2F1-AS1,MIR25,HSPA8,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.348538869,1.39E-13,BLCA
NR2F1-AS1,MIR25,HSPA8,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.193604915,5.88E-05,BLCA
NR2F1-AS1,MIR25,HSPA8,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.106034609,0.028838546,BLCA
NR2F1-AS1,MIR25,HSPA8,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.176184208,0.000262215,BLCA
NR2F1-AS1,MIR25,HSPA8,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.174511197,0.000300556,BLCA
NR2F1-AS1,MIR25,HSPA8,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,-0.118785688,0.014273783,BLCA
NR2F1-AS1,MIR25,HSPA8,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.230565075,1.55E-06,BLCA
NR2F1-AS1,MIR25,HSPA8,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.261937978,4.25E-08,BLCA
NR2F1-AS1,MIR25,HSPA8,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.210652227,1.19E-05,BLCA
NR2F1-AS1,MIR25,HSPA8,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.216460896,6.71E-06,BLCA
NR2F1-AS1,MIR25,HSPA8,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,-0.101618976,0.036243704,BLCA
NR2F1-AS1,MIR25,HSPA8,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.13301324,0.006027622,BLCA
NR2F1-AS1,MIR25,HSPA8,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.148752403,0.002107138,BLCA
NR2F1-AS1,MIR25,HSPA8,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,-0.122207094,0.011688854,BLCA
NR2F1-AS1,MIR25,HSPA8,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.233784371,1.10E-06,BLCA
NR2F1-AS1,MIR25,IL6ST,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.444513643,5.20E-22,BLCA
NR2F1-AS1,MIR25,IL6ST,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.65834253,3.84E-54,BLCA
NR2F1-AS1,MIR25,IL6ST,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.400837259,7.80E-18,BLCA
NR2F1-AS1,MIR25,IL6ST,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.597593597,1.70E-42,BLCA
NR2F1-AS1,MIR25,IL6ST,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,-0.149605998,0.00198448,BLCA
NR2F1-AS1,MIR25,IL6ST,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.182774377,0.000151342,BLCA
NR2F1-AS1,MIR25,IL6ST,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.34340538,3.31E-13,BLCA
NR2F1-AS1,MIR25,IL6ST,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.238891361,6.27E-07,BLCA
NR2F1-AS1,MIR25,IL6ST,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.31780737,1.98E-11,BLCA
NR2F1-AS1,MIR25,IL6ST,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.537290375,3.69E-33,BLCA
NR2F1-AS1,MIR25,IL6ST,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.336298844,1.07E-12,BLCA
NR2F1-AS1,MIR25,IL6ST,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.392613059,4.09E-17,BLCA
NR2F1-AS1,MIR25,IL6ST,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.404702756,3.52E-18,BLCA
NR2F1-AS1,MIR25,IL6ST,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.298021135,3.64E-10,BLCA
NR2F1-AS1,MIR25,IL6ST,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.507583905,3.27E-29,BLCA
NR2F1-AS1,MIR25,IL6ST,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.57076691,4.19E-38,BLCA
NR2F1-AS1,MIR25,IL6ST,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.42945741,1.68E-20,BLCA
NR2F1-AS1,MIR25,IL6ST,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.501361711,1.97E-28,BLCA
NR2F1-AS1,MIR25,IL6ST,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.345218683,2.44E-13,BLCA
NR2F1-AS1,MIR25,IL6ST,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,0.216400163,6.75E-06,BLCA
NR2F1-AS1,MIR25,IL6ST,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.192253534,6.64E-05,BLCA
NR2F1-AS1,MIR25,IL6ST,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.377098403,8.26E-16,BLCA
NR2F1-AS1,MIR25,IL6ST,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.351205335,8.79E-14,BLCA
NR2F1-AS1,MIR25,IL6ST,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.410066497,1.15E-18,BLCA
NR2F1-AS1,MIR25,IL6ST,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.410756749,9.92E-19,BLCA
NR2F1-AS1,MIR25,IL6ST,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.356371464,3.58E-14,BLCA
NR2F1-AS1,MIR25,IL6ST,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.500555721,2.47E-28,BLCA
NR2F1-AS1,MIR25,IL6ST,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.289807413,1.14E-09,BLCA
NR2F1-AS1,MIR25,IL6ST,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.401606822,6.66E-18,BLCA
NR2F1-AS1,MIR25,IL6ST,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,0.250822091,1.61E-07,BLCA
NR2F1-AS1,MIR25,IL6ST,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.391724844,4.88E-17,BLCA
NR2F1-AS1,MIR25,ITGAV,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.415892955,3.32E-19,BLCA
NR2F1-AS1,MIR25,ITGAV,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.493623517,1.74E-27,BLCA
NR2F1-AS1,MIR25,ITGAV,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.452905854,6.95E-23,BLCA
NR2F1-AS1,MIR25,ITGAV,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.516980038,2.03E-30,BLCA
NR2F1-AS1,MIR25,ITGAV,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,-0.118664532,0.01437388,BLCA
NR2F1-AS1,MIR25,ITGAV,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.247410104,2.39E-07,BLCA
NR2F1-AS1,MIR25,ITGAV,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.140023606,0.00382285,BLCA
NR2F1-AS1,MIR25,ITGAV,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.278171421,5.43E-09,BLCA
NR2F1-AS1,MIR25,ITGAV,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.344251422,2.87E-13,BLCA
NR2F1-AS1,MIR25,ITGAV,Myeloid.dendritic.cell,QUANTISEQ,-0.177319842,0.000238848,0.13119251,0.006761818,-0.204350058,2.18E-05,BLCA
NR2F1-AS1,MIR25,ITGAV,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.108011772,0.025968694,BLCA
NR2F1-AS1,MIR25,ITGAV,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.242731238,4.08E-07,BLCA
NR2F1-AS1,MIR25,ITGAV,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.257360679,7.41E-08,BLCA
NR2F1-AS1,MIR25,ITGAV,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.154061841,0.001443783,BLCA
NR2F1-AS1,MIR25,ITGAV,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.47041597,8.68E-25,BLCA
NR2F1-AS1,MIR25,ITGAV,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.360301387,1.79E-14,BLCA
NR2F1-AS1,MIR25,ITGAV,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.292124869,8.30E-10,BLCA
NR2F1-AS1,MIR25,ITGAV,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.48272264,3.41E-26,BLCA
NR2F1-AS1,MIR25,ITGAV,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.189393621,8.55E-05,BLCA
NR2F1-AS1,MIR25,ITGAV,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.204708262,2.11E-05,BLCA
NR2F1-AS1,MIR25,ITGAV,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.263392675,3.56E-08,BLCA
NR2F1-AS1,MIR25,ITGAV,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.304271009,1.49E-10,BLCA
NR2F1-AS1,MIR25,ITGAV,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.320613851,1.29E-11,BLCA
NR2F1-AS1,MIR25,ITGAV,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.221404386,4.06E-06,BLCA
NR2F1-AS1,MIR25,ITGAV,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.175736496,0.000272001,BLCA
NR2F1-AS1,MIR25,ITGAV,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.242622595,4.13E-07,BLCA
NR2F1-AS1,MIR25,ITGAV,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.502870519,1.28E-28,BLCA
NR2F1-AS1,MIR25,ITGAV,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.309912773,6.50E-11,BLCA
NR2F1-AS1,MIR25,NRAS,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.332683663,1.93E-12,BLCA
